Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence
Participant14,Corpus2,A1,13,"""Hey Google, brighten the office lamp.""",hey Google brighten the office line
Participant14,Corpus2,A1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines
Participant14,Corpus2,A1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom lights
Participant14,Corpus2,A1,16,"""Hey Google, where did I put the spare keys?""",hey Google where do they put the spare key
Participant14,Corpus2,A1,17,"""Hey Google, redial.""",OK Google redial
Participant14,Corpus2,A1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant14,Corpus2,A1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant14,Corpus2,A1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday
Participant14,Corpus3,C1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hey Google set the thermostat to 20 degrees
Participant14,Corpus3,C1,2,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant14,Corpus3,C1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning
Participant14,Corpus3,C1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant14,Corpus3,C1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter
Participant14,Corpus3,C1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant14,Corpus3,C1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant14,Corpus3,C1,8,"""Hey Google, sing a song.""",hey Google sing a song
Participant14,Corpus3,C1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here
Participant14,Corpus3,C1,10,"""Hey Google, start the school day""",hey Google start the school day
Participant14,Corpus3,C1,11,"""Hey Google, hang up.""",hey Google hang up
Participant14,Corpus3,C1,12,"""Hey Google, help.""",Google help
Participant14,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast make everybody up
Participant14,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant14,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature 2 degrees
Participant14,Corpus3,C1,16,"""Hey Google, stop the music.""",hey Google stop the music
Participant14,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant14,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant14,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant14,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to start
Participant14,Corpus4,D1,1,"""Hey Google, stop the music.""",Stop the music
Participant14,Corpus4,D1,2,"""Hey Google, how many calories are in a Banana?""",hello Google how many calories are in a banana
Participant14,Corpus4,D1,3,"""Hey Google, play some music.""",hey Google play some music
Participant14,Corpus4,D1,4,"""Hey Google, flip a coin.""",Google flip a coin
Participant14,Corpus4,D1,5,"""Hey Google, what are my reminders for this week?""",who Google what are my reminders for this week
Participant14,Corpus4,D1,6,"""Hey Google, what's the temperature right now?""",Google what's the temperature right now
Participant14,Corpus4,D1,7,"""Hey Google, show me the backdoor camera.""",hello Google show me the camera
Participant14,Corpus4,D1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant14,Corpus4,D1,9,"""Hey Google, when is it going to rain?""",Google what is it going today
Participant14,Corpus4,D1,10,"""Hey Google, turn the living room lights to blue""",hello Google
Participant14,Corpus4,D1,11,"""Hey Google, snooze the alarm.""",Google snooze alarm
Participant14,Corpus4,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Hoverboard
Participant14,Corpus4,D1,13,"""Hey Google, stop.""",go Google.
Participant14,Corpus4,D1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Remind me at 8 a.m. tomorrow to take my lunch into work
Participant14,Corpus4,D1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant14,Corpus4,D1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant14,Corpus4,D1,17,"""Hey Google, read Women and Power.""",hello Google
Participant14,Corpus4,D1,18,"""Hey Google, when is Walmart open until?""",Google when is Walmart open until
Participant14,Corpus4,D1,19,"""Hey Google, turn up the sound.""",go Google
Participant14,Corpus4,D1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for seven points 16
Participant14,Corpus5,D2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Boo Boo Boo set an alarm for 7:15 a.m. tomorrow morning
Participant14,Corpus5,D2,2,"""Hey Google, broadcast 'the football is about to start.""",who Google is about to start
Participant14,Corpus5,D2,3,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant14,Corpus5,D2,4,"""Hey Google, spell artificial intelligence.""",hey Booboo cell artificial intelligence
Participant14,Corpus5,D2,5,"""Hey Google, how do you make ketchup?""",Google how do you make ketchup
Participant14,Corpus5,D2,6,"""Hey Google, play some music from Spotify.""",Google play some music on Spotify
Participant14,Corpus5,D2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant14,Corpus5,D2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",Google stop the music in 15 minutes
Participant14,Corpus5,D2,9,"""Hey Google, brighten the office lamp.""",Google blue Bridle office lamp
Participant14,Corpus5,D2,10,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant14,Corpus5,D2,11,"""Hey Google, lock the front door.""",clear Google lock the front door
Participant14,Corpus5,D2,12,"""Hey Google, read Women and Power.""",Google
Participant14,Corpus5,D2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant14,Corpus5,D2,14,"""Hey Google, call my phone.""",Google find my phone
Participant14,Corpus5,D2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Google set the timer set
Participant14,Corpus5,D2,16,"""Hey Google, play my Evening Jazz playlist.""",Google play my evening Jazz playlist
Participant14,Corpus5,D2,17,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool game yesterday
Participant14,Corpus5,D2,18,"""Hey Google, sing a song.""",Google profile
Participant14,Corpus5,D2,19,"""Hey Google, call the nearest coffee shop.""",hey Google find the nearest coffee shop
Participant14,Corpus5,D2,20,"""Hey Google, pause the music.""",Google Music
Participant14,Corpus6,A2,1,"""Hey Google, open the blinds.""",Hey Google open the blinds
Participant14,Corpus6,A2,2,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant14,Corpus6,A2,3,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant14,Corpus6,A2,4,"""Hey Google, what does my day look like?""",hey Google what does my day look like
Participant14,Corpus6,A2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7 4 and 15
Participant14,Corpus6,A2,6,"""Hey Google, where is my first event tomorrow?""",hey Google why is my first event tomorrow
Participant14,Corpus6,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Leisure from Spotify
Participant14,Corpus6,A2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",hey Google set a timer for 10 minutes
Participant14,Corpus6,A2,9,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant14,Corpus6,A2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Google set an alarm for 7:15 a.m. tomorrow morning
Participant14,Corpus6,A2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",Google set alarm for 8 a.m. tomorrow
Participant14,Corpus6,A2,12,"""Hey Google, stop the music.""",Google stop the music
Participant14,Corpus6,A2,13,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant14,Corpus6,A2,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm
Participant14,Corpus6,A2,15,"""Hey Google, what is the time?""",hey Google what is the time
Participant14,Corpus6,A2,16,"""Hey Google, pause the music.""",hey Google pause the music
Participant14,Corpus6,A2,17,"""Hey Google, call My mom.""",hey Google call my mom
Participant14,Corpus6,A2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work
Participant14,Corpus6,A2,19,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist
Participant14,Corpus6,A2,20,"""Hey Google, is my phone connected over Bluetooth?""",hey Google is my phone connected connected over Bluetooth
Participant14,Corpus7,C2,1,"""Hey Google, play some hip hop.""",Hey Google play some hip hop
Participant14,Corpus7,C2,2,"""Hey Google, skip this track.""",hey Google skip this track
Participant14,Corpus7,C2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant14,Corpus7,C2,4,"""Hey Google, read Women and Power.""",table with Ree Drummond and Power
Participant14,Corpus7,C2,5,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant14,Corpus7,C2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant14,Corpus7,C2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on the Sceptre
Participant14,Corpus7,C2,8,"""Hey Google, Bluetooth pairing.""",hey Google
Participant14,Corpus7,C2,9,"""Hey Google, flip a coin.""",Google flip a coin
Participant14,Corpus7,C2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes
Participant14,Corpus7,C2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the timer set to 20 degrees
Participant14,Corpus7,C2,12,"""Hey Google, what is the time?""",hey Google what's the time
Participant14,Corpus7,C2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I
Participant14,Corpus7,C2,14,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant14,Corpus7,C2,15,"""Hey Google, brighten the office lamp.""",they will be back in the office lamp
Participant14,Corpus7,C2,16,"""Hey Google, hang up.""",-
Participant14,Corpus7,C2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning
Participant14,Corpus7,C2,18,"""Hey Google, call my phone.""",hey Google call my phone
Participant14,Corpus7,C2,19,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast
Participant14,Corpus7,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant14,Corpus8,B2,1,"""Hey Google, help me relax.""",Hey Google help me relax
Participant14,Corpus8,B2,2,"""Hey Google, sing a song.""",hey Google sing a song
Participant14,Corpus8,B2,3,"""Hey Google, read a bedtime story.""",go Google
Participant14,Corpus8,B2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature 2 degrees
Participant14,Corpus8,B2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Google set an alarm for 7:15 a.m. tomorrow call
Participant14,Corpus8,B2,6,"""Hey Google, do I have any alarms set?""",do I have
Participant14,Corpus8,B2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google play my music on Spotify
Participant14,Corpus8,B2,8,"""Hey Google, skip to the next chapter.""",Herbivore
Participant14,Corpus8,B2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there
Participant14,Corpus8,B2,10,"""Hey Google, play some hip hop.""",hey Google play something
Participant14,Corpus8,B2,11,"""Hey Google, play some music.""",hey Google play some music
Participant14,Corpus8,B2,12,"""Hey Google, turn on all the switches.""",hello Google.
Participant14,Corpus8,B2,13,"""Hey Google, what's the weather like today?""",Hey Google what's the weather like today
Participant14,Corpus8,B2,14,"""Hey Google, Bluetooth pairing.""",Google Google settings
Participant14,Corpus8,B2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",who Google set the kitchen lights to 50%
Participant14,Corpus8,B2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on the timer
Participant14,Corpus8,B2,17,"""Hey Google, help.""",hello Google
Participant14,Corpus8,B2,18,"""Hey Google, broadcast 'dinner is ready'.""",broadcast dinner's ready
Participant14,Corpus8,B2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",-
Participant14,Corpus8,B2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant15,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",Bedtime story
Participant15,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google
Participant15,Corpus1,C1,3,"""Hey Google, redi-al.""",hey Google radio
Participant15,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant15,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant15,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google wake me up everybody app
Participant15,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",hey Google dim the living room lights
Participant15,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant15,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom lights
Participant15,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast
Participant15,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop
Participant15,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all downstairs speakers
Participant15,Corpus1,C1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant15,Corpus1,C1,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm
Participant15,Corpus1,C1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like
Participant15,Corpus1,C1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember I left the staircase in the kitchen of Borg
Participant15,Corpus1,C1,17,"""Hey Google, play Batman on TV.""",hey Google play Batman on TV
Participant15,Corpus1,C1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for different
Participant15,Corpus1,C1,19,"""Hey Google, help.""",hey Google
Participant15,Corpus1,C1,20,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week
Participant15,Corpus2,D1,1,"""Hey Google, what does an elephant sound like?""",Herndon oil
Participant15,Corpus2,D1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lock at work
Participant15,Corpus2,D1,3,"""Hey Google, play some music from Spotify.""",hey Google play music from Spotify
Participant15,Corpus2,D1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google play Spotify
Participant15,Corpus2,D1,5,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant15,Corpus2,D1,6,"""Hey Google, read Women and Power.""",hey Google read my email
Participant15,Corpus2,D1,7,"""Hey Google, move my music to the bedroom""",Horizontal
Participant15,Corpus2,D1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant15,Corpus2,D1,9,"""Hey Google, Open Spotify.""",horizontal on Spotify
Participant15,Corpus2,D1,10,"""Hey Google, raise the temperature three degrees.""",hey Google raise
Participant15,Corpus2,D1,11,"""Hey Google, hang up.""",hey Google hello
Participant15,Corpus2,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey the number to leave for school
Participant15,Corpus2,D1,13,"""Hey Google, brighten the office lamp.""",hey Google
Participant15,Corpus2,D1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines
Participant15,Corpus2,D1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant15,Corpus2,D1,16,"""Hey Google, where did I put the spare keys?""",hey Google how did it go
Participant15,Corpus2,D1,17,"""Hey Google, redial.""",hey Google radio
Participant15,Corpus2,D1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant15,Corpus2,D1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant15,Corpus2,D1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday
Participant15,Corpus3,B1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hey Google to 20 degrees
Participant15,Corpus3,B1,2,"""Hey Google, broadcast 'dinner is ready'.""",her little dinner is ready
Participant15,Corpus3,B1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7 a.m.
Participant15,Corpus3,B1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete
Participant15,Corpus3,B1,5,"""Hey Google, skip to the next chapter.""",hey Google next
Participant15,Corpus3,B1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant15,Corpus3,B1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant15,Corpus3,B1,8,"""Hey Google, sing a song.""",hey Google sing a song
Participant15,Corpus3,B1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurant around here
Participant15,Corpus3,B1,10,"""Hey Google, start the school day""",Cardinal Hyundai
Participant15,Corpus3,B1,11,"""Hey Google, hang up.""",hey Google hello
Participant15,Corpus3,B1,12,"""Hey Google, help.""",hey Google help
Participant15,Corpus3,B1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast
Participant15,Corpus3,B1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant15,Corpus3,B1,15,"""Hey Google, raise the temperature three degrees.""",hey Google where is the temperature 10 degrees
Participant15,Corpus3,B1,16,"""Hey Google, stop the music.""",hey Google stop the music
Participant15,Corpus3,B1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story
Participant15,Corpus3,B1,18,"""Hey Google, add apples to my shopping list.""",hey Google help to my shopping list
Participant15,Corpus3,B1,19,"""Hey Google, what does an elephant sound like?""",horizontal what does an elephant sound like
Participant15,Corpus3,B1,20,"""Hey Google, broadcast 'the football is about to start.""",hey Google
Participant15,Corpus4,A1,1,"""Hey Google, stop the music.""",Hey Google stop the music
Participant15,Corpus4,A1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana
Participant15,Corpus4,A1,3,"""Hey Google, play some music.""",move on some music
Participant15,Corpus4,A1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant15,Corpus4,A1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant15,Corpus4,A1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now
Participant15,Corpus4,A1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the camera
Participant15,Corpus4,A1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google
Participant15,Corpus4,A1,9,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant15,Corpus4,A1,10,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant15,Corpus4,A1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant15,Corpus4,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",Google time to leave school
Participant15,Corpus4,A1,13,"""Hey Google, stop.""",-
Participant15,Corpus4,A1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Google remind me at 8 a.m. tomorrow to take my lunch into work
Participant15,Corpus4,A1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant15,Corpus4,A1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant15,Corpus4,A1,17,"""Hey Google, read Women and Power.""",hey Google read women and Power
Participant15,Corpus4,A1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant15,Corpus4,A1,19,"""Hey Google, turn up the sound.""",hey Google turn up the song
Participant15,Corpus4,A1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7:15
Participant15,Corpus5,D2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Hi Google set an alarm for 7 a.m.
Participant15,Corpus5,D2,2,"""Hey Google, broadcast 'the football is about to start.""",horizontal backpack
Participant15,Corpus5,D2,3,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant15,Corpus5,D2,4,"""Hey Google, spell artificial intelligence.""",Horizontal
Participant15,Corpus5,D2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make ketchup
Participant15,Corpus5,D2,6,"""Hey Google, play some music from Spotify.""",hey Google play the song is this
Participant15,Corpus5,D2,7,"""Hey Google, what are my reminders for this week?""",hey Google
Participant15,Corpus5,D2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music
Participant15,Corpus5,D2,9,"""Hey Google, brighten the office lamp.""",hey Google
Participant15,Corpus5,D2,10,"""Hey Google, what does an elephant sound like?""",Horizontal
Participant15,Corpus5,D2,11,"""Hey Google, lock the front door.""",hey Google
Participant15,Corpus5,D2,12,"""Hey Google, read Women and Power.""",hey Google
Participant15,Corpus5,D2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue
Participant15,Corpus5,D2,14,"""Hey Google, call my phone.""",horizontal call my phone
Participant15,Corpus5,D2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""","hey Google, step to 20 degrees"
Participant15,Corpus5,D2,16,"""Hey Google, play my Evening Jazz playlist.""",-
Participant15,Corpus5,D2,17,"""Hey Google, did the Liverpool win yesterday?""",-
Participant15,Corpus5,D2,18,"""Hey Google, sing a song.""",Hey Google sing a song
Participant15,Corpus5,D2,19,"""Hey Google, call the nearest coffee shop.""",hi Google
Participant15,Corpus5,D2,20,"""Hey Google, pause the music.""","hey Google, the music"
Participant15,Corpus6,A2,1,"""Hey Google, open the blinds.""",Open
Participant15,Corpus6,A2,2,"""Hey Google, play some music from Spotify.""",the song spoti
Participant15,Corpus6,A2,3,"""Hey Google, add apples to my shopping list.""",hey Google add Snapple to my shopping list
Participant15,Corpus6,A2,4,"""Hey Google, what does my day look like?""",hey Google what does my day look like
Participant15,Corpus6,A2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Google cancel the alarm for 7:40 with 10
Participant15,Corpus6,A2,6,"""Hey Google, where is my first event tomorrow?""",hey Google what is my first event tomorrow
Participant15,Corpus6,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify
Participant15,Corpus6,A2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",hey Google set a timer for 10 minutes
Participant15,Corpus6,A2,9,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant15,Corpus6,A2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set alarm for 7:15 a.m. tomorrow morning
Participant15,Corpus6,A2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant15,Corpus6,A2,12,"""Hey Google, stop the music.""",hey Google stop the music
Participant15,Corpus6,A2,13,"""Hey Google, what are my reminders for this week?""",hey Google hey Google what are my reminders for this week
Participant15,Corpus6,A2,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm
Participant15,Corpus6,A2,15,"""Hey Google, what is the time?""",hey Google what is the time
Participant15,Corpus6,A2,16,"""Hey Google, pause the music.""",hey Google how's the music
Participant15,Corpus6,A2,17,"""Hey Google, call My mom.""",hey Google call my mom
Participant15,Corpus6,A2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work
Participant15,Corpus6,A2,19,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist
Participant15,Corpus6,A2,20,"""Hey Google, is my phone connected over Bluetooth?""",hey Google is my phone connected over Bluetooth
Participant15,Corpus7,C2,1,"""Hey Google, play some hip hop.""",Hey Google
Participant15,Corpus7,C2,2,"""Hey Google, skip this track.""",hey Google skip this track
Participant15,Corpus7,C2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant15,Corpus7,C2,4,"""Hey Google, read Women and Power.""",hey Google what do you mean and color
Participant15,Corpus7,C2,5,"""Hey Google, call the nearest coffee shop.""",Google call the nearest coffee shop
Participant15,Corpus7,C2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant15,Corpus7,C2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter
Participant15,Corpus7,C2,8,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing
Participant15,Corpus7,C2,9,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant15,Corpus7,C2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes
Participant15,Corpus7,C2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""","hey Google, set a to 20 degrees"
Participant15,Corpus7,C2,12,"""Hey Google, what is the time?""",hey Google what is the time
Participant15,Corpus7,C2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember this I left the spare fuse in the kitchen cupboard
Participant15,Corpus7,C2,14,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until
Participant15,Corpus7,C2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp
Participant15,Corpus7,C2,16,"""Hey Google, hang up.""",hey Google hang up
Participant15,Corpus7,C2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",Hey Google delete my reminder to pick up my dry cleaning
Participant15,Corpus7,C2,18,"""Hey Google, call my phone.""",hey Google call my phone
Participant15,Corpus7,C2,19,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready
Participant15,Corpus7,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant15,Corpus8,B2,1,"""Hey Google, help me relax.""",How to play
Participant15,Corpus8,B2,2,"""Hey Google, sing a song.""",Hey Google sing a song
Participant15,Corpus8,B2,3,"""Hey Google, read a bedtime story.""",Hey Google bedtime story
Participant15,Corpus8,B2,4,"""Hey Google, raise the temperature three degrees.""",horizontal
Participant15,Corpus8,B2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google hello
Participant15,Corpus8,B2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set
Participant15,Corpus8,B2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play honey Melissa from Spotify
Participant15,Corpus8,B2,8,"""Hey Google, skip to the next chapter.""",hey Google next
Participant15,Corpus8,B2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurant around here
Participant15,Corpus8,B2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant15,Corpus8,B2,11,"""Hey Google, play some music.""",hey Google play a song music
Participant15,Corpus8,B2,12,"""Hey Google, turn on all the switches.""",hey Google call Mom
Participant15,Corpus8,B2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today
Participant15,Corpus8,B2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing
Participant15,Corpus8,B2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google kitchen lights to 50%
Participant15,Corpus8,B2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter
Participant15,Corpus8,B2,17,"""Hey Google, help.""",hey Google help
Participant15,Corpus8,B2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google back 5 dinner is ready
